"Include transazioni relative sia a Vendita su Amazon sia Logistica di Amazon."
"Tutti gli importi sono espressi in EUR, se non diversamente specificato."
"Definizioni:"
"Imposta sulle vendite riscossa: include l'imposta sulle vendite riscossa dagli acquirenti per la vendita, la spedizione e la confezione regalo dei prodotti."
"Commissioni di vendita: Include commissioni variabili di chiusura e concessioni di procacciamento d'affari"
"Altri costi relativi alle transazioni: includono costi di chargeback per la spedizione e trattenute sulla spedizione."
"Altro: include l'importo delle transazioni non relative all'ordine. Per maggiori informazioni, consulta le colonne ""Tipo"" e ""Descrizione"" per ogni numero d'ordine."
"Data/Ora:","Numero pagamento","Tipo","Numero ordine","SKU","Descrizione","Quantità","Marketplace","Gestione","Città di provenienza dell'ordine","Provincia di provenienza dell'ordine","CAP dell'ordine","modello di riscossione delle imposte","Vendite","imposta sulle vendite dei prodotti","Accrediti per le spedizioni","imposta accrediti per le spedizioni","Accrediti per confezioni regalo","imposta sui crediti confezione regalo","Sconti promozionali","imposta sugli sconti promozionali","trattenuta IVA del marketplace","Commissioni di vendita","Costi del servizio Logistica di Amazon","Altri costi relativi alle transazioni","Altro","totale"
"18 mar 2025 21:11:48 UTC","24461782972","Ordine","403-1031052-7532310","LZ-1BCI-EQUM","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","Santa Margherita Ligure","Genova","16038","MarketplaceFacilitator","22,12","4,87","0","0","0","0","0","0","-4,87","-3,51","-9,38","-0,07","0","9,16"
"19 mar 2025 21:24:26 UTC","24461782972","Ordine","402-5680698-7135501","EPR-EU1G","EPRESINART Resina Epossidica Trasparente Kit Principianti,3785ml 1:1 Resina Epoxy con Indurente per Creazi,Fai da Te, Legno, Decorazioni","1","amazon.it","Amazon","Mondovì","Cn","12084","MarketplaceFacilitator","54,09","11,90","0","0","0","0","0","0","-11,90","-8,58","-7,25","-0,17","0","38,09"
"20 mar 2025 14:06:56 UTC","24461782972","Ordine","407-6297926-3309148","LZ-1BCI-EQUM","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","Murello","Cuneo","12030","MarketplaceFacilitator","22,12","4,87","0","0","0","0","0","0","-4,87","-3,51","-9,38","-0,07","0","9,16"
"20 mar 2025 16:25:02 UTC","24461782972","Ordine","405-6160155-3377141","LZ-1BCI-EQUM","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","Campobasso","Campobasso","86100","MarketplaceFacilitator","22,12","4,87","0","0","0","0","0","0","-4,87","-3,51","-9,38","-0,07","0","9,16"
"20 mar 2025 23:20:59 UTC","24461782972","Ordine","405-3702933-2214762","LZ-1BCI-EQUM","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","Castelluccio (Costa Saracena )","Sirakusa","96011","MarketplaceFacilitator","22,12","4,87","0","0","0","0","0","0","-4,87","-3,51","-9,38","-0,07","0","9,16"
"21 mar 2025 00:05:36 UTC","24461782972","Ordine","405-4618485-7517150","L8-JVRH-OZ94","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","SANT'OLCESE","Genova","16010","MarketplaceFacilitator","21,30","4,69","0","0","0","0","0","0","-4,69","-3,38","-9,38","-0,07","0","8,47"
"21 mar 2025 00:20:13 UTC","24461782972","Ordine","404-0787424-1578701","9W-G2D2-1J3T","BUTIRESIN Ensemble de résine époxy, 32oz/948ml, transparent, non toxique, rapport 1:1 ; Sans danger pour les aliments et à faible odeur, sans bulle","1","amazon.it","Amazon","Torino","Torino","10136","MarketplaceFacilitator","23,77","5,23","0","0","0","0","-4,75","-1,05","-4,18","-3,48","-9,38","-0,07","0","6,09"
"21 mar 2025 20:38:02 UTC","24476496082","Ordine","405-2787004-5984345","LZ-1BCI-EQUM","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","Torgiano","Perugia","06089","MarketplaceFacilitator","22,12","4,87","0","0","0","0","0","0","-4,87","-3,51","-9,38","-0,07","0","9,16"
"21 mar 2025 20:40:03 UTC","24476496082","Rimborso","403-1031052-7532310","LZ-1BCI-EQUM","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","Santa Margherita Ligure","Genova","16038","MarketplaceFacilitator","-22,12","-4,87","0","0","0","0","0","0","4,87","2,81","0","0,07","0","-19,24"
"21 mar 2025 22:42:24 UTC","24476496082","Trasferimento","","","Per il conto che termina con: 332","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-181,35","-181,35"
"22 mar 2025 19:24:28 UTC","24476496082","Ordine","402-8102813-8985926","LZ-1BCI-EQUM","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","chieti","chieti","66100","MarketplaceFacilitator","22,12","4,87","1,63","0,36","0","0","-1,63","-0,36","-4,87","-3,51","-9,38","-0,07","0","9,16"
"22 mar 2025 22:09:01 UTC","24476496082","Ordine","404-3238944-5544347","EPR-EU1G","EPRESINART Resina Epossidica Trasparente Kit Principianti,3785ml 1:1 Resina Epoxy con Indurente per Creazi,Fai da Te, Legno, Decorazioni","1","amazon.it","Amazon","Sasso Marconi","Bologna","40037","MarketplaceFacilitator","51,39","11,30","3,27","0,72","0","0","-3,27","-0,72","-11,30","-8,15","-7,25","-0,16","0","35,83"
"22 mar 2025 22:52:14 UTC","24476496082","Ordine","406-5258744-3782767","LZ-1BCI-EQUM","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","Balangero","Torino","10070","MarketplaceFacilitator","22,12","4,87","0","0","0","0","0","0","-4,87","-3,51","-9,38","-0,07","0","9,16"
"22 mar 2025 23:32:48 UTC","24476496082","Ordine","407-5090206-0294701","LZ-1BCI-EQUM","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","Senigallia","Ancona","60019","MarketplaceFacilitator","22,12","4,87","0","0","0","0","0","0","-4,87","-3,51","-9,38","-0,07","0","9,16"
"24 mar 2025 20:12:43 UTC","24506155742","Ordine","407-0771937-2977917","UV-002","Resina UV 500 g, resina UV trasparente, aggiornamento UV resina dura, trasparente UV ad indurimento rapido indurimento UV resina epossidica per gioiel","1","amazon.it","Amazon","MONTECELIO","Roma","00012","MarketplaceFacilitator","17,90","3,94","0","0","0","0","0","0","-3,94","-2,84","-4,95","-0,06","0","10,05"
"24 mar 2025 22:01:38 UTC","24506155742","Trasferimento","","","Per il conto che termina con: 332","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-53,23","-53,23"
"26 mar 2025 15:01:23 UTC","24506155742","Ordine","402-3587781-8721907","EPR-EU1G","EPRESINART Resina Epossidica Trasparente Kit Principianti,3785ml 1:1 Resina Epoxy con Indurente per Creazi,Fai da Te, Legno, Decorazioni","1","amazon.it","Amazon","La Valle","Bolzano","39030","MarketplaceFacilitator","51,39","11,30","0","0","0","0","0","0","-11,30","-8,15","-7,25","-0,16","0","35,83"
"26 mar 2025 20:41:25 UTC","24506155742","Ordine","405-8088206-8591545","LZ-1BCI-EQUM","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","FIRENZE","FIRENZE","50133","MarketplaceFacilitator","22,12","4,87","0","0","0","0","0","0","-4,87","-3,51","-9,38","-0,07","0","9,16"
"26 mar 2025 20:45:27 UTC","24506155742","Ordine","171-6394311-0779550","UV-002","Resina UV 500 g, resina UV trasparente, aggiornamento UV resina dura, trasparente UV ad indurimento rapido indurimento UV resina epossidica per gioiel","1","amazon.it","Amazon","Chiampo","Vicenza","36072","MarketplaceFacilitator","17,90","3,94","0","0","0","0","0","0","-3,94","-2,84","-4,95","-0,06","0","10,05"
"26 mar 2025 22:37:47 UTC","24506155742","Ordine","406-4501653-6100323","L7-UJO5-2Z9P","BUTIRESIN Ensemble de résine époxy, 16oz/474ml, transparent, non toxique, rapport 1:1 ; Sans danger pour les aliments et à faible odeur, sans bulle","1","amazon.it","Amazon","Milano","Milano","20132","MarketplaceFacilitator","12,45","2,74","0","0","0","0","-2,49","-0,55","-2,19","-1,82","-8,55","-0,04","0","-0,45"
"27 mar 2025 00:12:46 UTC","24506155742","Ordine","404-0554407-6164325","L7-UJO5-2Z9P","BUTIRESIN Ensemble de résine époxy, 16oz/474ml, transparent, non toxique, rapport 1:1 ; Sans danger pour les aliments et à faible odeur, sans bulle","1","amazon.it","Amazon","Torino","Torino","10136","MarketplaceFacilitator","12,45","2,74","0","0","0","0","-2,49","-0,55","-2,19","-1,82","-8,55","-0,04","0","-0,45"
"27 mar 2025 20:40:03 UTC","24506155742","Ordine","408-5383759-0474708","LZ-1BCI-EQUM","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","CIMOLAIS","Pordenone","33080","MarketplaceFacilitator","22,12","4,87","0","0","0","0","0","0","-4,87","-3,51","-9,38","-0,07","0","9,16"
"27 mar 2025 21:43:07 UTC","24506155742","Ordine","406-3021058-1056329","L8-JVRH-OZ94","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","Ceglie Messapica","BR","72013","MarketplaceFacilitator","20,24","4,45","0","0","0","0","0","0","-4,45","-3,21","-9,38","-0,06","0","7,59"
"27 mar 2025 22:27:17 UTC","24506155742","Ordine","407-3977408-1685951","UV-002","Resina UV 500 g, resina UV trasparente, aggiornamento UV resina dura, trasparente UV ad indurimento rapido indurimento UV resina epossidica per gioiel","1","amazon.it","Amazon","Fosdinovo","MS","54035","MarketplaceFacilitator","17,90","3,94","0","0","0","0","0","0","-3,94","-2,84","-4,95","-0,06","0","10,05"
"28 mar 2025 19:25:46 UTC","24520757772","Ordine","403-7208038-4718740","L7-UJO5-2Z9P","BUTIRESIN Ensemble de résine époxy, 16oz/474ml, transparent, non toxique, rapport 1:1 ; Sans danger pour les aliments et à faible odeur, sans bulle","1","amazon.it","Amazon","Portogruaro","VE","30026","MarketplaceFacilitator","12,45","2,74","0","0","0","0","-2,49","-0,55","-2,19","-1,82","-8,55","-0,04","0","-0,45"
"28 mar 2025 22:41:24 UTC","24520757772","Ordine","405-9180152-9792351","L8-JVRH-OZ94","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","Decollatura","Catanzaro","88041","MarketplaceFacilitator","20,24","4,45","0","0","0","0","0","0","-4,45","-3,21","-9,38","-0,06","0","7,59"
"28 mar 2025 23:06:34 UTC","24520757772","Ordine","171-2332134-6204344","LZ-1BCI-EQUM","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","San Benigno canavese","Torino","10080","MarketplaceFacilitator","22,12","4,87","0","0","0","0","0","0","-4,87","-3,51","-9,38","-0,07","0","9,16"
"28 mar 2025 23:33:25 UTC","24520757772","Ordine","406-4128562-7701111","L8-JVRH-OZ94","EPRESINART Set di resine epossidiche, 36oz/1064ml Resina epossidica non tossica, chiaro set di resine da colata, resina epossidica in rapporto 1:1 per","1","amazon.it","Amazon","Foligno","Perugia","06034","MarketplaceFacilitator","20,24","4,45","0","0","0","0","0","0","-4,45","-3,21","-9,38","-0,06","0","7,59"
"28 mar 2025 23:46:52 UTC","24520757772","Trasferimento","","","Per il conto che termina con: 332","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-90,99","-90,99"
"31 mar 2025 00:11:00 UTC","24520757772","Ordine","404-9925346-4581118","UV-002","Resina UV 500 g, resina UV trasparente, aggiornamento UV resina dura, trasparente UV ad indurimento rapido indurimento UV resina epossidica per gioiel","1","amazon.it","Amazon","Soliera","MO","41019","MarketplaceFacilitator","17,90","3,94","0","0","0","0","0","0","-3,94","-2,84","-4,95","-0,06","0","10,05"
"31 mar 2025 21:24:30 UTC","24550226672","Ordine","404-0375451-6177900","UV-002","Resina UV 500 g, resina UV trasparente, aggiornamento UV resina dura, trasparente UV ad indurimento rapido indurimento UV resina epossidica per gioiel","1","amazon.it","Amazon","Massarosa","LU","55054","","17,90","3,40","1,68","0,32","0","0","-1,68","-0,32","0","-2,84","-4,95","-0,06","0","13,45"
