"Einschließlich Transaktionen zu Amazon Marketplace, Versand durch Amazon und Amazon Webstore"
"Alle Beträge in Euro sofern nicht anders gekennzeichnet"
"Definitionen:"
"Eingezogene Umsatzsteuer: Einschließlich von Käufern eingezogene Umsatzsteuer für Produktverkäufe, Versand und Geschenkverpackung."
"Verkaufsgebühren: Beinhaltet variable Abschlussgebühren und Werbekostenerstattungen."
"Andere Transaktionsgebühren: Einschließlich Ausgleichsbuchungen für Versand und Versandgebühren."
"Andere: Enthält Beträge zu Transaktionen, die nicht auf eine Bestellung bezogen sind. Weitere Details finden Sie zu jeder Bestellung in den Spalten ""Typ"" und ""Beschreibung""."
"Datum/Uhrzeit","Abrechnungsnummer","Typ","Bestellnummer","SKU","Beschreibung","Menge","Marketplace","Versand","Ort der Bestellung","Bundesland","Postleitzahl","Steuererhebungsmodell","Umsätze","Produktumsatzsteuer","Gutschrift für Versandkosten","Steuer auf Versandgutschrift","Gutschrift für Geschenkverpackung","Steuer auf Geschenkverpackungsgutschriften","Rabatte aus Werbeaktionen","Steuer auf Aktionsrabatte","Einbehaltene Steuer auf Marketplace","Verkaufsgebühren","Gebühren zu Versand durch Amazon","Andere Transaktionsgebühren","Andere","Gesamt"
"06.03.2025 06:40:31 UTC","24395170832","Bestellung","028-6119366-8715559","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Lohfelden","","34253","MarketplaceFacilitator","9,59","1,82","0,84","0,16","0","0","-0,84","-0,16","-1,82","-1,48","-3,52","0","0","4,59"
"06.03.2025 09:43:54 UTC","24395170832","Anpassung","306-0493256-5958731","V7-RISD-G3FS","Versand durch Amazon Erstattung für Lagerbestand - Kundenrücksendung","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","7,54","7,54"
"06.03.2025 15:10:50 UTC","24395170832","Bestellung","028-3098090-0913900","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Sieghartskirchen","","3443","MarketplaceFacilitator","9,59","1,92","0","0","0","0","0","0","-1,92","-1,48","-3,52","0","0","4,59"
"06.03.2025 16:09:10 UTC","24395170832","Bestellung","304-8494316-6261928","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Wangen Im Allgäu","Baden Württemberg","88239","MarketplaceFacilitator","13,10","2,49","0","0","0","0","-2,62","-0,50","-1,99","-1,62","-4,39","0","0","4,47"
"06.03.2025 20:33:35 UTC","24395170832","Bestellung","303-5931141-7011511","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Norden","","26506","MarketplaceFacilitator","13,10","2,49","0","0","0","0","-2,62","-0,50","-1,99","-1,62","-4,39","0","0","4,47"
"06.03.2025 20:41:18 UTC","24395170832","Bestellung","306-1529025-8879545","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Münster","","48151","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"06.03.2025 20:43:11 UTC","24395170832","Bestellung","028-6598409-6728318","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Dessau-Roßlau","","06847","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"07.03.2025 03:06:14 UTC","24395170832","Übertrag","","","Für Konten mit folgenden Endziffern: 201","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-109,46","-109,46"
"07.03.2025 04:50:39 UTC","24395170832","Versand durch Amazon Lagergebühr","","","FBA-Lagergebühr","","Amazon.de","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-78,49","-78,49"
"07.03.2025 07:18:49 UTC","24395170832","Bestellung","302-5485448-2209166","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Dassel","","37586","MarketplaceFacilitator","15,16","2,88","0,28","0,05","0","0","-3,31","-0,63","-2,30","-1,88","-4,39","0","0","5,86"
"07.03.2025 07:48:30 UTC","24395170832","Bestellung","303-4833960-6041105","VA-DWTY-9F36","YOBTOP Epoxidharz Set, 2370ml/80oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuc","1","amazon.de","Amazon","Bad Segeberg","","23795","MarketplaceFacilitator","31,08","5,91","0,67","0,13","0","0","-0,67","-0,13","-5,91","-4,81","-5,77","0","0","20,50"
"07.03.2025 09:52:00 UTC","24395170832","Bestellung","302-6583114-3990739","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Dassel","","37586","MarketplaceFacilitator","13,10","2,49","1,67","0,32","0","0","-2,62","-0,50","-2,31","-1,62","-6,06","0","0","4,47"
"07.03.2025 20:22:16 UTC","24395170832","Bestellung","302-8494096-9365965","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Eschweiler","","52249","MarketplaceFacilitator","9,59","1,82","0,67","0,13","0","0","-0,67","-0,13","-1,82","-1,48","-3,52","0","0","4,59"
"07.03.2025 20:28:28 UTC","24395170832","Bestellung","304-8801292-7125155","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Langenlonsheim","","55450","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"07.03.2025 21:15:15 UTC","24395170832","Bestellung","302-0503919-0373954","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Marnheim","Rheinland-Pfalz","67297","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"07.03.2025 22:28:22 UTC","24395170832","Bestellung","305-7884158-0443566","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Wolfratshausen","","82515","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"07.03.2025 23:48:30 UTC","24395170832","Bestellung","303-0449195-5739540","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Erftstadt","","50374","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"08.03.2025 16:32:58 UTC","24395170832","Bestellung","305-6545361-4813144","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Braunschweig","","38102","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"08.03.2025 17:09:06 UTC","24395170832","Bestellung","304-7600551-4113928","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","2","amazon.de","Amazon","Obernkirchen","","31683","MarketplaceFacilitator","19,18","3,64","0","0","0","0","0","0","-3,64","-2,96","-7,04","0","0","9,18"
"08.03.2025 17:10:02 UTC","24395170832","Bestellung","305-2487033-8369920","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Ludwigshafen Am Rhein","","67067","MarketplaceFacilitator","13,10","2,49","0","0","0","0","-2,62","-0,50","-1,99","-1,62","-4,39","0","0","4,47"
"08.03.2025 19:49:48 UTC","24395170832","Bestellung","305-1140035-7483563","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Roth","","91154","MarketplaceFacilitator","13,10","2,49","3,35","0,64","0","0","-5,97","-1,14","-1,99","-1,62","-4,39","0","0","4,47"
"08.03.2025 21:37:40 UTC","24395170832","Bestellung","304-3278908-5078740","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Schafstedt","","25725","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"08.03.2025 21:48:29 UTC","24395170832","Bestellung","306-4637352-5256304","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Lüneburg","","21337","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"08.03.2025 22:04:59 UTC","24395170832","Bestellung","303-1253348-7448329","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Peine","Niedersachsen","31226","MarketplaceFacilitator","13,10","2,49","1,12","0,21","0","0","-3,74","-0,71","-1,99","-1,62","-4,39","0","0","4,47"
"08.03.2025 22:55:06 UTC","24395170832","Bestellung","302-8638980-3844330","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Güstrow","Mecklenburg-Vorpommern","18273","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"08.03.2025 22:55:52 UTC","24395170832","Bestellung","304-7204897-4320350","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Lehrte","","31275","MarketplaceFacilitator","13,10","2,49","0","0","0","0","-2,62","-0,50","-1,99","-1,62","-4,39","0","0","4,47"
"08.03.2025 23:12:17 UTC","24395170832","Bestellung","028-9677156-3538754","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Leverkusen","","51381","MarketplaceFacilitator","13,10","2,49","0","0","0","0","-2,62","-0,50","-1,99","-1,62","-4,39","0","0","4,47"
"08.03.2025 23:54:55 UTC","24395170832","Bestellung","305-9041496-8211507","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Wildeshausen","Niedersachsen","27793","MarketplaceFacilitator","9,59","1,82","1,12","0,21","0","0","0","0","-2,03","-1,48","-4,64","0","0","4,59"
"09.03.2025 00:12:24 UTC","24395170832","Bestellung","302-5190130-5645129","VA-DWTY-9F36","YOBTOP Epoxidharz Set, 2370ml/80oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuc","1","amazon.de","Amazon","Rostock","Mecklenburg-Vorpommern","18109","MarketplaceFacilitator","26,34","5,00","0","0","0","0","0","0","-5,00","-4,07","-5,77","0","0","16,50"
"10.03.2025 08:02:10 UTC","24395170832","Bestellung","304-5496345-0928345","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Zürich","Zürich","80","MarketplaceFacilitator","9,59","0,78","1,61","0,13","0","0","-1,61","-0,13","-0,78","-1,48","-3,14","0","0","4,97"
"10.03.2025 16:46:04 UTC","24395170832","Bestellung","306-9371650-4245901","VA-DWTY-9F36","YOBTOP Epoxidharz Set, 2370ml/80oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuc","1","amazon.de","Amazon","Neustadt In Sachsen","","01844","MarketplaceFacilitator","26,34","5,00","0","0","0","0","0","0","-5,00","-4,07","-5,77","0","0","16,50"
"10.03.2025 18:23:27 UTC","24395170832","Bestellung","028-7844402-5738740","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Dinslaken","NRW","46539","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"10.03.2025 20:24:03 UTC","24395170832","Bestellung","306-0871687-0567564","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Wien","Wien","1090","MarketplaceFacilitator","9,59","1,92","1,11","0,22","0","0","-1,11","-0,22","-1,92","-1,48","-3,52","0","0","4,59"
"10.03.2025 22:05:23 UTC","24395170832","Bestellung","306-6714639-7183543","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Erfurt","","99084","MarketplaceFacilitator","13,10","2,49","0","0","0","0","-2,62","-0,50","-1,99","-1,62","-4,39","0","0","4,47"
"10.03.2025 22:28:38 UTC","24395170832","Bestellung","302-5105773-9542744","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Glienicke/Nordbahn","Brandenburg","16548","MarketplaceFacilitator","9,59","1,82","4,19","0,80","0","0","0","0","-2,62","-1,48","-7,71","0","0","4,59"
"11.03.2025 09:41:01 UTC","24402687362","Bestellung","303-5064441-3869151","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Babenhausen","","64832","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"11.03.2025 13:28:44 UTC","24402687362","Bestellung","302-9440356-0385130","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Neustift-Innermanzing","","3052","MarketplaceFacilitator","9,59","1,92","0","0","0","0","0","0","-1,92","-1,48","-3,52","0","0","4,59"
"11.03.2025 14:08:15 UTC","24402687362","Bestellung","303-4413796-5999508","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Lanzendorf","NÖ","2326","MarketplaceFacilitator","9,59","1,92","0","0","0","0","0","0","-1,92","-1,48","-3,52","0","0","4,59"
"11.03.2025 16:25:07 UTC","24402687362","Bestellung","028-9208590-4395552","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Eschenburg","","35713","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"11.03.2025 17:33:08 UTC","24402687362","Bestellung","302-5287481-8565945","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Paderborn","","33102","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"11.03.2025 17:39:11 UTC","24402687362","Erstattung","028-9208590-4395552","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Eschenburg","","35713","MarketplaceFacilitator","-9,59","-1,82","0","0","0","0","0","0","1,82","1,18","0","0","0","-8,41"
"11.03.2025 18:01:44 UTC","24402687362","Anpassung","303-6931540-5220365","V7-RISD-G3FS","Versand durch Amazon Erstattung für Lagerbestand - Kundenrücksendung","1","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","7,54","7,54"
"11.03.2025 20:01:25 UTC","24402687362","Bestellung","305-6543169-0449931","VA-DWTY-9F36","YOBTOP Epoxidharz Set, 2370ml/80oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuc","1","amazon.de","Amazon","Berlin","Berlin","10367","MarketplaceFacilitator","26,34","5,00","3,35","0,64","0","0","0","0","-5,64","-4,07","-9,12","0","0","16,50"
"11.03.2025 20:23:30 UTC","24402687362","Bestellung","028-1899244-5125917","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Kail","","56829","MarketplaceFacilitator","13,10","2,49","0","0","0","0","-2,62","-0,50","-1,99","-1,62","-4,39","0","0","4,47"
"11.03.2025 20:31:33 UTC","24402687362","Bestellung","304-4907730-3425963","VA-DWTY-9F36","YOBTOP Epoxidharz Set, 2370ml/80oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuc","1","amazon.de","Amazon","Waldsassen","","95652","MarketplaceFacilitator","26,34","5,00","0","0","0","0","0","0","-5,00","-4,07","-5,77","0","0","16,50"
"11.03.2025 20:58:10 UTC","24402687362","Bestellung","302-5173386-6877921","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Laupheim","Baden-Württemberg","88471","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"11.03.2025 21:30:48 UTC","24402687362","Bestellung","302-3563477-3650747","VA-DWTY-9F36","YOBTOP Epoxidharz Set, 2370ml/80oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuc","1","amazon.de","Amazon","Bingen Am Rhein","","55411","MarketplaceFacilitator","26,34","5,00","0","0","0","0","0","0","-5,00","-4,07","-5,77","0","0","16,50"
"11.03.2025 22:07:26 UTC","24402687362","Bestellung","303-3248889-2821169","VA-DWTY-9F36","YOBTOP Epoxidharz Set, 2370ml/80oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuc","1","amazon.de","Amazon","Bad Steben","","95138","MarketplaceFacilitator","26,34","5,00","0","0","0","0","0","0","-5,00","-4,07","-5,77","0","0","16,50"
"11.03.2025 22:22:24 UTC","24402687362","Bestellung","306-6735989-8764320","VA-DWTY-9F36","YOBTOP Epoxidharz Set, 2370ml/80oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuc","1","amazon.de","Amazon","Kranenburg","Nordrhein Westfalen","47559","MarketplaceFacilitator","26,34","5,00","1,67","0,32","0","0","-1,67","-0,32","-10,00","-8,14","-5,77","0","0","7,43"
"11.03.2025 22:22:24 UTC","24402687362","Bestellung","306-6735989-8764320","VA-DWTY-9F36","YOBTOP Epoxidharz Set, 2370ml/80oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuc","1","amazon.de","Amazon","Kranenburg","Nordrhein Westfalen","47559","","26,34","5,00","1,68","0,32","0","0","-1,68","-0,32","0","0","-5,77","0","0","25,57"
"11.03.2025 22:48:18 UTC","24402687362","Bestellung","305-1322557-6587550","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Strasshof an der Nordbahn","","2231","MarketplaceFacilitator","13,10","2,62","1,67","0,33","0","0","-4,29","-0,85","-2,10","-1,64","-4,39","0","0","4,45"
"11.03.2025 22:51:21 UTC","24402687362","Bestellung","305-8322122-6836331","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Hungen","Deutschland","35410","MarketplaceFacilitator","13,10","2,49","0","0","0","0","-2,62","-0,50","-1,99","-1,62","-4,39","0","0","4,47"
"11.03.2025 22:56:21 UTC","24402687362","Bestellung","303-2837546-1841951","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Witten","","58454","MarketplaceFacilitator","13,10","2,49","0","0","0","0","-2,62","-0,50","-1,99","-1,62","-4,39","0","0","4,47"
"11.03.2025 22:58:23 UTC","24402687362","Bestellung","305-4302927-1914737","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Frankfurt Am Main","","60388","MarketplaceFacilitator","13,10","2,49","0","0","0","0","-2,62","-0,50","-1,99","-1,62","-4,39","0","0","4,47"
"11.03.2025 23:31:01 UTC","24402687362","Bestellung","302-5594094-3102723","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Oranienburg","","16515","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"11.03.2025 23:35:56 UTC","24402687362","Bestellung","304-4421387-8609128","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Birnbach","","57612","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"11.03.2025 23:39:40 UTC","24402687362","Bestellung","306-5411439-5969150","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Plauen","","08527","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
"12.03.2025 00:14:45 UTC","24402687362","Bestellung","302-9535565-3733957","V7-RISD-G3FS","YOBTOP Epoxidharz Set, 948ml/32oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Keltern","Baden-Württemberg","75210","MarketplaceFacilitator","13,10","2,49","1,12","0,21","0","0","-3,74","-0,71","-1,99","-1,62","-4,39","0","0","4,47"
"12.03.2025 02:12:10 UTC","24402687362","Bestellung","302-8842419-0934713","VA-DWTY-9F36","YOBTOP Epoxidharz Set, 2370ml/80oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuc","1","amazon.de","Amazon","Mattighofen","","5230","MarketplaceFacilitator","27,72","5,54","0","0","0","0","-2,78","-0,55","-4,99","-3,89","-5,77","0","0","15,28"
"12.03.2025 12:37:51 UTC","24437233102","Bestellung","305-2647394-6273122","1B-O48G-R8YJ","YOBTOP Epoxidharz Set, 474ml/16oz Epoxidharz mit Härter Glasklar Gießharz Nicht Giftig Geruchsarm Blasenfrei Resin Gießharz für DIY Kunst, Schmuck","1","amazon.de","Amazon","Bischofswerda","","01877","MarketplaceFacilitator","9,59","1,82","0","0","0","0","0","0","-1,82","-1,48","-3,52","0","0","4,59"
