"Amazon 出品サービス、フルフィルメント by Amazon (FBA)"
"指定のない場合、単位は円"
"定義："
"売上税徴収額：商品売上、配送料、ギフト包装料として購入者から徴収した売上税"
"販売手数料：カテゴリー成約料と販売手数料が含まれます。"
"トランザクションに関するその他の手数料：FBA 配送料のチャージバックまたは、出品者出荷の配送料にかかる手数料"
"その他：注文以外に関する取引金額。詳しくは、各注文番号のトランザクションの種類と、説明の各項目をご覧ください。"
"日付/時間","決済番号","トランザクションの種類","注文番号","SKU","説明","数量","Amazon 出品サービス","フルフィルメント","市町村","都道府県","郵便番号","税金徴収型","商品売上","商品の売上税","配送料","配送料の税金","ギフト包装手数料","ギフト包装クレジットの税金","Amazonポイントの費用","プロモーション割引額","プロモーション割引の税金","源泉徴収税を伴うマーケットプレイス","手数料","FBA 手数料","トランザクションに関するその他の手数料","その他","合計"
"2025/03/10 22:32:31 JST","11980369713","注文","250-2400799-7131838","KY-96VH-IIX0","BUTIRESIN UVライト アドバンス 2 in 1 両面長時間設定 (60 秒、180 秒、300 秒) 48 個の LED 48W 360 度サラウンド光源 樹脂�","1","amazon.jp","Amazon","","埼玉県","358-002","","5,712","571","418","42","0","0","-63","-418","-42","0","-373","-485","0","0","5,362"
"2025/03/10 22:35:11 JST","11980369713","注文","249-4213088-3402263","LQ-91ML-0JYO","BUTIRESIN レジン液 大容量 240g UVレジン液 速硬化 高い透明度 低臭 黄ばみ防止 気泡なし ハードタイプ UV/LED対応レ�","1","amazon.jp","Amazon","","埼玉県","343-080","","1,453","145","0","0","0","0","-16","0","0","0","-95","-318","0","0","1,169"
"2025/03/10 22:41:20 JST","11980369713","注文","250-0941251-5677417","S8-8W4E-BFT6","BUTIRESIN エポキシ樹脂 32oz/948ml 二液性レジン液 体積比1:1 大容量エポキシレジン液 ハードタイプ 操作簡単 レジン","1","amazon.jp","Amazon","","広島県","739-002","","2,604","260","0","0","0","0","-29","0","0","0","-171","-465","0","0","2,199"
"2025/03/10 23:27:35 JST","11980369713","注文","249-5113846-2631020","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","愛知県","489-092","","1,634","163","0","0","0","0","-18","0","0","0","-196","-318","0","0","1,265"
"2025/03/10 23:28:32 JST","11980369713","注文","250-9076842-3561414","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","千葉県","289-114","","1,634","163","0","0","0","0","-18","0","0","0","-196","-318","0","0","1,265"
"2025/03/11 0:23:00 JST","11980369713","注文","250-6882285-0235026","S8-8W4E-BFT6","BUTIRESIN エポキシ樹脂 32oz/948ml 二液性レジン液 体積比1:1 大容量エポキシレジン液 ハードタイプ 操作簡単 レジン","1","amazon.jp","Amazon","","東京都","144-004","","2,604","260","0","0","0","0","-29","0","0","0","-171","-465","0","0","2,199"
"2025/03/11 0:34:39 JST","11980369713","返金","503-2058209-6422201","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","滋賀県","520-215","","-3,113","-311","0","0","0","0","34","0","0","0","336","0","0","0","-3,054"
"2025/03/11 0:50:27 JST","11980369713","注文","250-0550097-2541418","AB-0721","ButiResin エポキシ樹脂 二液性レジン液 大容量 1 gallon/4.3 kg エポキシレジン 2液性レジン液 ハードタイプ セルフレ","1","amazon.jp","Amazon","","千葉県","274-081","","6,954","695","0","0","0","0","-76","0","0","0","-833","-514","0","0","6,226"
"2025/03/11 1:19:55 JST","11980369713","注文","249-1961383-3664618","KY-96VH-IIX0","BUTIRESIN UVライト アドバンス 2 in 1 両面長時間設定 (60 秒、180 秒、300 秒) 48 個の LED 48W 360 度サラウンド光源 樹脂�","1","amazon.jp","Amazon","","兵庫県","666-014","","5,712","571","0","0","0","0","-63","0","0","0","-373","-485","0","0","5,362"
"2025/03/11 1:59:25 JST","11980369713","注文","250-6789657-0493406","AB-0721","ButiResin エポキシ樹脂 二液性レジン液 大容量 1 gallon/4.3 kg エポキシレジン 2液性レジン液 ハードタイプ セルフレ","1","amazon.jp","Amazon","","愛知県","487-000","","6,954","695","0","0","0","0","-76","0","0","0","-833","-514","0","0","6,226"
"2025/03/11 2:03:13 JST","11980369713","注文","250-8437820-3255047","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","福岡県","827-000","","1,634","163","0","0","0","0","-18","-164","-16","0","-176","-318","0","0","1,105"
"2025/03/11 2:03:35 JST","11980369713","注文","503-9947696-3542224","AB-0721","ButiResin エポキシ樹脂 二液性レジン液 大容量 1 gallon/4.3 kg エポキシレジン 2液性レジン液 ハードタイプ セルフレ","1","amazon.jp","Amazon","","埼玉県","337-000","","6,954","695","0","0","0","0","-76","-695","-70","0","-749","-514","0","0","5,545"
"2025/03/11 2:10:37 JST","11980369713","注文","250-7678168-1255853","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","茨城県","305-000","","3,113","311","0","0","0","0","-34","-311","-31","0","-335","-455","0","0","2,258"
"2025/03/11 2:13:47 JST","11980369713","注文","503-8327423-4219845","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","静岡県","430-091","","1,634","163","0","0","0","0","-18","0","0","0","-196","-318","0","0","1,265"
"2025/03/11 2:15:32 JST","11980369713","注文外料金","","","広告費用","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-50,229","0","-50,229"
"2025/03/11 2:26:36 JST","11980369713","注文","503-2058209-6422201","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","滋賀県","520-215","","3,113","311","0","0","0","0","-34","0","0","0","-373","-455","0","0","2,562"
"2025/03/11 2:36:12 JST","11980369713","注文","250-1283252-9623026","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","福岡県","800-022","","1,634","163","0","0","0","0","-18","0","0","0","-196","-318","0","0","1,265"
"2025/03/11 3:26:22 JST","11980369713","注文","249-1189283-1325415","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","長野県","399-810","","3,113","311","0","0","0","0","-34","0","0","0","-373","-455","0","0","2,562"
"2025/03/11 3:30:26 JST","11980369713","注文","503-0366276-0239042","KY-96VH-IIX0","BUTIRESIN UVライト アドバンス 2 in 1 両面長時間設定 (60 秒、180 秒、300 秒) 48 個の LED 48W 360 度サラウンド光源 樹脂�","1","amazon.jp","Amazon","","大分県","870-013","","5,712","571","0","0","0","0","-63","0","0","0","-373","-485","0","0","5,362"
"2025/03/11 3:45:51 JST","11980369713","注文","249-7274475-0927019","NZ-WXWN-8YU7","ButiResinレジン1000g UVレジン液 大容量 ハードタイプ UV-LED対応 高い透明度 急速硬化 黄ばみなし DIY レジンアート �","1","amazon.jp","Amazon","","北海道","007-083","","4,608","461","0","0","0","0","-51","0","0","0","-301","-465","0","0","4,252"
"2025/03/11 3:53:40 JST","11980369713","注文","249-6667263-2616605","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","2","amazon.jp","Amazon","","兵庫県","664-088","","6,225","623","0","0","0","0","-68","0","0","0","-747","-910","-68","0","5,055"
"2025/03/11 4:17:51 JST","11980369713","注文","503-7053330-9587048","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","大阪府","581-000","","1,634","163","0","0","0","0","-18","0","0","0","-196","-318","0","0","1,265"
"2025/03/11 4:18:02 JST","11980369713","注文外料金","2856965a-9668-4e4b-9146-2ca991452ff2","","クーポン償還手数料: ¥1000の割引 uv ライト レジン用","3","Amazon.co.jp","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-180","0","-180"
"2025/03/11 4:21:55 JST","11980369713","注文","250-2677469-8411869","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","宮崎県","880-083","","1,634","163","0","0","0","0","-18","0","0","0","-196","-318","0","0","1,265"
"2025/03/11 4:26:31 JST","11980369713","注文外料金","4e2fdc6d-b533-41d4-999b-d76c114fec93","","クーポン償還手数料: ¥500の割引 UVレジン 300G","4","Amazon.co.jp","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-240","0","-240"
"2025/03/11 4:26:46 JST","11980369713","注文外料金","50e31ae3-0199-4b23-865d-2c731f2a68b5","","クーポン償還手数料: ¥900の割引 UVレジン 1000G","1","Amazon.co.jp","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-60","0","-60"
"2025/03/11 4:36:30 JST","11980369713","注文外料金","c7ff334a-622e-490e-b750-f8d55e92d5d6","","クーポン償還手数料: ¥500の割引 エポキシ樹脂 32OZ","1","Amazon.co.jp","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-60","0","-60"
"2025/03/11 4:39:52 JST","11980369713","注文","503-8657006-9240625","S8-8W4E-BFT6","BUTIRESIN エポキシ樹脂 32oz/948ml 二液性レジン液 体積比1:1 大容量エポキシレジン液 ハードタイプ 操作簡単 レジン","1","amazon.jp","Amazon","","福岡県","822-002","","2,604","260","0","0","0","0","-29","0","0","0","-171","-465","0","0","2,199"
"2025/03/11 4:39:57 JST","11980369713","注文外料金","af4a30ce-f798-4819-b5b5-c69a3d80f5ec","","クーポン償還手数料: ¥500の割引 UVレジン 500G","1","Amazon.co.jp","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-60","0","-60"
"2025/03/11 4:46:13 JST","11980369713","注文外料金","d53c3dcf-2c76-4ac0-947c-7ad1d17b74e0","","クーポン償還手数料: ¥2000の割引 uv ライト レジン用","1","Amazon.co.jp","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-60","0","-60"
"2025/03/11 5:11:02 JST","11980369713","注文","249-9982831-5845405","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","福岡県","830-122","","3,113","311","0","0","0","0","-34","0","0","0","-373","-455","0","0","2,562"
"2025/03/11 5:15:18 JST","11980369713","注文","250-2419435-9525449","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","愛知県","480-020","","1,634","163","0","0","0","0","-18","0","0","0","-196","-318","0","0","1,265"
"2025/03/11 5:26:03 JST","11980369713","注文","250-3556107-0231055","AB-0721","ButiResin エポキシ樹脂 二液性レジン液 大容量 1 gallon/4.3 kg エポキシレジン 2液性レジン液 ハードタイプ セルフレ","1","amazon.jp","Amazon","","兵庫県","658-001","","6,954","695","0","0","0","0","-76","-695","-70","0","-749","-514","0","0","5,545"
"2025/03/11 5:27:04 JST","11980369713","注文","250-4331349-1815826","L7-L4CC-G9SC","BUTIRESIN レジン液 大容量 360g UVレジン液 速硬化 高い透明度 低臭 黄ばみ防止 気泡なし ハードタイプ UV/LED対応レ�","1","amazon.jp","Amazon","","北海道","063-086","","1,762","176","0","0","0","0","-19","0","0","0","-115","-318","0","0","1,486"
"2025/03/11 5:31:10 JST","11980369713","注文","503-7949930-1699828","KY-96VH-IIX0","BUTIRESIN UVライト アドバンス 2 in 1 両面長時間設定 (60 秒、180 秒、300 秒) 48 個の LED 48W 360 度サラウンド光源 樹脂�","1","amazon.jp","Amazon","","鹿児島県","899-610","","5,712","571","0","0","0","0","-63","0","0","0","-373","-485","0","0","5,362"
"2025/03/11 5:38:57 JST","11980369713","注文","250-6570452-5697467","KY-96VH-IIX0","BUTIRESIN UVライト アドバンス 2 in 1 両面長時間設定 (60 秒、180 秒、300 秒) 48 個の LED 48W 360 度サラウンド光源 樹脂�","1","amazon.jp","Amazon","","大阪府","532-000","","5,712","571","0","0","0","0","-63","0","0","0","-373","-485","0","0","5,362"
"2025/03/11 5:44:36 JST","11980369713","注文","249-3599695-9795864","S8-8W4E-BFT6","BUTIRESIN エポキシ樹脂 32oz/948ml 二液性レジン液 体積比1:1 大容量エポキシレジン液 ハードタイプ 操作簡単 レジン","1","amazon.jp","Amazon","","山口県","755-000","","2,604","260","0","0","0","0","-29","-260","-26","0","-153","-465","0","0","1,931"
"2025/03/11 5:49:53 JST","11980369713","注文","249-4200863-7459003","NZ-WXWN-8YU7","ButiResinレジン1000g UVレジン液 大容量 ハードタイプ UV-LED対応 高い透明度 急速硬化 黄ばみなし DIY レジンアート �","1","amazon.jp","Amazon","","神奈川県","238-003","","4,608","461","0","0","0","0","-51","0","0","0","-301","-465","0","0","4,252"
"2025/03/11 6:20:40 JST","11980369713","注文","503-7311025-5014265","HX-Z4LY-YK5N","BUTIRESIN エポキシ樹脂 16oz/474ml 二液性レジン液 体積比1:1 大容量エポキシレジン液 ハードタイプ 操作簡単 レジン","1","amazon.jp","Amazon","","北海道","006-001","","1,685","168","0","0","0","0","-19","0","0","0","-110","-455","0","0","1,269"
"2025/03/11 6:41:14 JST","11980369713","注文","503-6337663-2681425","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","大阪府","583-087","","1,634","163","209","21","0","0","-18","-209","-21","0","-196","-318","0","0","1,265"
"2025/03/11 6:49:42 JST","11980369713","注文","503-5155732-9408608","NZ-WXWN-8YU7","ButiResinレジン1000g UVレジン液 大容量 ハードタイプ UV-LED対応 高い透明度 急速硬化 黄ばみなし DIY レジンアート �","1","amazon.jp","Amazon","","東京都","113-002","","4,608","461","0","0","0","0","-51","0","0","0","-301","-465","0","0","4,252"
"2025/03/11 7:13:47 JST","11980369713","注文","503-6258490-2922234","AB-0721","ButiResin エポキシ樹脂 二液性レジン液 大容量 1 gallon/4.3 kg エポキシレジン 2液性レジン液 ハードタイプ セルフレ","1","amazon.jp","Amazon","","千葉県","272-081","","6,954","695","139","14","0","0","-76","-834","-84","0","-749","-514","0","0","5,545"
"2025/03/11 7:18:26 JST","11980369713","注文","503-5288103-8347064","KY-96VH-IIX0","BUTIRESIN UVライト アドバンス 2 in 1 両面長時間設定 (60 秒、180 秒、300 秒) 48 個の LED 48W 360 度サラウンド光源 樹脂�","1","amazon.jp","Amazon","","奈良県","636-022","","5,712","571","0","0","0","0","-63","0","0","0","-373","-485","0","0","5,362"
"2025/03/11 7:26:15 JST","11980369713","注文","249-8770222-4211006","NZ-WXWN-8YU7","ButiResinレジン1000g UVレジン液 大容量 ハードタイプ UV-LED対応 高い透明度 急速硬化 黄ばみなし DIY レジンアート �","1","amazon.jp","Amazon","","群馬県","379-012","","4,608","461","0","0","0","0","-51","0","0","0","-301","-465","0","0","4,252"
"2025/03/11 7:29:18 JST","11980369713","注文","249-7850123-8635034","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","岩手県","028-331","","3,891","389","0","0","0","0","-43","-455","-45","0","-412","-455","0","0","2,870"
"2025/03/11 7:43:38 JST","11980369713","注文","503-7183672-8439031","AB-0721","ButiResin エポキシ樹脂 二液性レジン液 大容量 1 gallon/4.3 kg エポキシレジン 2液性レジン液 ハードタイプ セルフレ","3","amazon.jp","Amazon","","埼玉県","354-001","","20,861","2,086","0","0","0","0","-228","-2,085","-210","0","-2,246","-1,542","0","0","16,636"
"2025/03/11 7:55:44 JST","11980369713","注文","503-0613978-7915020","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","鹿児島県","899-610","","3,113","311","0","0","0","0","-34","0","0","0","-373","-455","0","0","2,562"
"2025/03/11 7:58:25 JST","11980369713","注文","250-9862323-8171840","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","神奈川県","230-004","","1,634","163","0","0","0","0","-18","-164","-16","0","-176","-318","0","0","1,105"
"2025/03/11 8:05:42 JST","11980369713","返金","503-7311025-5014265","HX-Z4LY-YK5N","BUTIRESIN エポキシ樹脂 16oz/474ml 二液性レジン液 体積比1:1 大容量エポキシレジン液 ハードタイプ 操作簡単 レジン","1","amazon.jp","Amazon","","北海道","006-001","","-1,685","-168","0","0","0","0","19","0","0","0","99","0","0","0","-1,735"
"2025/03/11 8:42:29 JST","11980369713","注文","249-5073724-8707862","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","神奈川県","248-001","","3,113","311","0","0","0","0","-34","0","0","0","-373","-455","0","0","2,562"
"2025/03/11 8:44:51 JST","11980369713","注文","503-1868072-3907851","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","大阪府","537-001","","1,634","163","0","0","0","0","-18","0","0","0","-196","-318","0","0","1,265"
"2025/03/11 8:49:47 JST","11980369713","注文","503-7856241-1787825","NZ-WXWN-8YU7","ButiResinレジン1000g UVレジン液 大容量 ハードタイプ UV-LED対応 高い透明度 急速硬化 黄ばみなし DIY レジンアート �","1","amazon.jp","Amazon","","愛知県","454-094","","4,608","461","0","0","0","0","-51","0","0","0","-301","-465","0","0","4,252"
"2025/03/11 8:57:36 JST","11980369713","注文","503-2641624-3855059","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","兵庫県","663-811","","3,113","311","0","0","0","0","-43","-311","-31","0","-334","-455","0","0","2,250"
"2025/03/11 9:26:40 JST","11980369713","注文","249-9539046-3496648","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","愛媛県","790-092","","1,634","163","0","0","0","0","-18","0","0","0","-196","-318","0","0","1,265"
"2025/03/11 9:51:48 JST","11980369713","注文","249-8088820-2383060","NZ-WXWN-8YU7","ButiResinレジン1000g UVレジン液 大容量 ハードタイプ UV-LED対応 高い透明度 急速硬化 黄ばみなし DIY レジンアート �","1","amazon.jp","Amazon","","千葉県","285-003","","4,608","461","0","0","0","0","-51","0","0","0","-301","-465","0","0","4,252"
"2025/03/11 11:28:21 JST","11980369713","注文","249-6046839-4310228","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","福岡県","811-210","","3,113","311","0","0","0","0","-34","0","0","0","-373","-455","0","0","2,562"
"2025/03/11 12:45:03 JST","11980369713","注文","250-2133866-0499053","TB-UV-200g-US","ButiResin UVレジン液 高い透明 急速硬化レジン液大容量200g UV-LED対応 黄変なし ハードタイプ レジンアート uvレジ�","1","amazon.jp","Amazon","","埼玉県","347-004","","1,222","122","0","0","0","0","-13","0","0","0","-80","-318","0","0","933"
"2025/03/11 13:13:21 JST","11980369713","注文","250-3580336-4763821","HX-Z4LY-YK5N","BUTIRESIN エポキシ樹脂 16oz/474ml 二液性レジン液 体積比1:1 大容量エポキシレジン液 ハードタイプ 操作簡単 レジン","1","amazon.jp","Amazon","","Kanagawa-ken","238-004","","1,685","168","0","0","0","0","-19","0","0","0","-110","-455","0","0","1,269"
"2025/03/11 13:15:21 JST","11980369713","振込み","","","末尾が111のアカウントへ","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","-388,538","-388,538"
"2025/03/11 13:17:23 JST","11980369713","注文","503-0234427-0225476","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","東京都","193-081","","1,634","163","0","0","0","0","-18","0","0","0","-196","-318","0","0","1,265"
"2025/03/11 13:50:26 JST","11980369713","注文","503-2093924-4166202","AB-0721","ButiResin エポキシ樹脂 二液性レジン液 大容量 1 gallon/4.3 kg エポキシレジン 2液性レジン液 ハードタイプ セルフレ","1","amazon.jp","Amazon","","Okinawa-ken","904-217","","6,954","695","0","0","0","0","-76","0","0","0","-833","-514","0","0","6,226"
"2025/03/11 14:01:07 JST","11980369713","注文","249-7794652-6385428","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","神奈川県","253-011","","3,113","311","0","0","0","0","-34","0","0","0","-373","-455","0","0","2,562"
"2025/03/11 17:27:11 JST","11980369713","注文","250-3345595-0298207","TB-UV-200g-US","ButiResin UVレジン液 高い透明 急速硬化レジン液大容量200g UV-LED対応 黄変なし ハードタイプ レジンアート uvレジ�","1","amazon.jp","Amazon","","埼玉県","350-022","","1,222","122","0","0","0","0","-13","0","0","0","-80","-318","0","0","933"
"2025/03/11 17:37:42 JST","11980369713","注文","S03-9150584-4086229","QL-FUUK-M0K0","BUTIRESIN UVライト アドバンス 2 in 1 両面長時間設定 (60s、180s、300s) 48 個の LED 48W 付き レジン ライト 360 度サラウンド光源 ライト uvレジンキット(アップグレード: アダプター+UVレジン 100g付属)","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","Tokyo","173-003","","0","0","0","0","0","0","0","0","0","0","0","-678","0","0","-678"
"2025/03/11 17:44:25 JST","11980369713","注文","S03-4902012-3889419","KY-96VH-IIX0","BUTIRESIN UVライト アドバンス 2 in 1 両面長時間設定 (60 秒、180 秒、300 秒) 48 個の LED 48W 360 度サラウンド光源 樹脂硬化用大型 UV ランプ DIY クラフト装飾 ジュエリー作り 分割使用可能 デジタル表示タイマー(バイザーが付属しています)","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","大阪府","573-006","","0","0","0","0","0","0","0","0","0","0","0","-688","0","0","-688"
"2025/03/11 18:45:55 JST","11980369713","注文","503-0134359-1059048","NZ-WXWN-8YU7","ButiResinレジン1000g UVレジン液 大容量 ハードタイプ UV-LED対応 高い透明度 急速硬化 黄ばみなし DIY レジンアート �","1","amazon.jp","Amazon","","東京都","156-004","","4,608","461","0","0","0","0","-51","0","0","0","-301","-465","0","0","4,252"
"2025/03/11 18:50:05 JST","11980369713","注文","249-7562985-0849415","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","新潟県","948-002","","3,113","311","0","0","0","0","-34","0","0","0","-373","-455","0","0","2,562"
"2025/03/11 19:01:54 JST","11980369713","注文","503-1292611-8001466","KY-96VH-IIX0","BUTIRESIN UVライト アドバンス 2 in 1 両面長時間設定 (60 秒、180 秒、300 秒) 48 個の LED 48W 360 度サラウンド光源 樹脂�","1","amazon.jp","Amazon","","神奈川県","239-082","","5,712","571","0","0","0","0","-63","0","0","0","-373","-485","0","0","5,362"
"2025/03/11 19:39:32 JST","11980369713","注文","249-6679375-7123021","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","岩手県","024-004","","1,633","164","42","4","0","0","-18","-42","-4","0","-196","-318","0","0","1,265"
"2025/03/11 20:25:18 JST","11980369713","注文","503-7115100-5048609","KY-96VH-IIX0","BUTIRESIN UVライト アドバンス 2 in 1 両面長時間設定 (60 秒、180 秒、300 秒) 48 個の LED 48W 360 度サラウンド光源 樹脂�","1","amazon.jp","Amazon","","埼玉県","350-022","","5,712","571","0","0","0","0","-63","0","0","0","-373","-485","0","0","5,362"
"2025/03/11 21:02:39 JST","11980369713","注文","250-3332975-2917457","KY-96VH-IIX0","BUTIRESIN UVライト アドバンス 2 in 1 両面長時間設定 (60 秒、180 秒、300 秒) 48 個の LED 48W 360 度サラウンド光源 樹脂�","1","amazon.jp","Amazon","","福岡県","820-030","","5,712","571","0","0","0","0","-63","0","0","0","-373","-485","0","0","5,362"
"2025/03/11 21:02:39 JST","11980369713","注文","250-3332975-2917457","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","福岡県","820-030","","3,113","311","0","0","0","0","-34","0","0","0","-373","-455","0","0","2,562"
"2025/03/11 21:03:10 JST","11980369713","注文","503-9725546-0699033","TB-UV-200g-US","ButiResin UVレジン液 高い透明 急速硬化レジン液大容量200g UV-LED対応 黄変なし ハードタイプ レジンアート uvレジ�","1","amazon.jp","Amazon","","福岡県","830-004","","1,222","122","0","0","0","0","-13","-122","-12","0","-72","-318","0","0","807"
"2025/03/11 21:09:20 JST","11980369713","注文","249-1231304-9196610","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","埼玉県","344-002","","1,634","163","0","0","0","0","-18","0","0","0","-196","-318","0","0","1,265"
"2025/03/11 21:16:16 JST","11980369713","注文","249-8687606-6046229","NZ-WXWN-8YU7","ButiResinレジン1000g UVレジン液 大容量 ハードタイプ UV-LED対応 高い透明度 急速硬化 黄ばみなし DIY レジンアート �","1","amazon.jp","Amazon","","東京都","133-005","","4,608","461","0","0","0","0","-51","0","0","0","-301","-465","0","0","4,252"
"2025/03/11 21:21:10 JST","11980369713","注文","503-2447097-7072635","BUTI-UV-0617-02","ButiResin レジン液 500g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","山梨県","400-021","","3,113","311","0","0","0","0","-34","-311","-31","0","-335","-455","0","0","2,258"
"2025/03/11 21:49:17 JST","11980369713","注文","250-4761017-5805468","UV-300g-JP-new","ButiResin レジン液 300g UVレジン液 大容量 ハードタイプ UV‐LED対応 高い透明度 急速硬化 黄変なし 低刺激 DIY レジ�","1","amazon.jp","Amazon","","福岡県","800-032","","1,634","163","0","0","0","0","-18","0","0","0","-196","-318","0","0","1,265"
