"Amazon 出品サービス、フルフィルメント by Amazon (FBA)"
"指定のない場合、単位は円"
"定義："
"売上税徴収額：商品売上、配送料、ギフト包装料として購入者から徴収した売上税"
"販売手数料：カテゴリー成約料と販売手数料が含まれます。"
"トランザクションに関するその他の手数料：FBA 配送料のチャージバックまたは、出品者出荷の配送料にかかる手数料"
"その他：注文以外に関する取引金額。詳しくは、各注文番号のトランザクションの種類と、説明の各項目をご覧ください。"
"日付/時間","決済番号","トランザクションの種類","注文番号","SKU","説明","数量","Amazon 出品サービス","フルフィルメント","市町村","都道府県","郵便番号","税金徴収型","商品売上","商品の売上税","配送料","配送料の税金","ギフト包装手数料","ギフト包装クレジットの税金","Amazonポイントの費用","プロモーション割引額","プロモーション割引の税金","源泉徴収税を伴うマーケットプレイス","手数料","FBA 手数料","トランザクションに関するその他の手数料","その他","合計"
"2025/03/10 8:08:41 JST","11978399313","注文","250-5193623-4177418","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","大阪府","534-002","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 8:24:11 JST","11978399313","注文","249-3025083-7663065","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","福井県","912-005","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 8:26:12 JST","11978399313","注文","250-2181418-6258202","CH-IGT3-X636","エポキシ樹脂 二液性レジン液 エポキシ樹脂液 大容量 クリアコンタクトレジン液 1:1 容量比 セルフレベリング �","1","amazon.jp","Amazon","","長野県","382-009","","6,531","653","0","0","0","0","-72","0","0","0","-1,067","-514","0","0","5,531"
"2025/03/10 8:27:11 JST","11978399313","注文","250-2260024-1511036","UW-KL22-Q1XS","YOBTOP レジン液 2液性レジン液 大容量 948ml/32oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸�","1","amazon.jp","Amazon","","愛知県","458-000","","2,525","252","0","0","0","0","-28","0","0","0","-412","-465","0","0","1,872"
"2025/03/10 8:52:04 JST","11978399313","注文","250-0076987-3167876","GK-WSB2-NHZD","YOBTOP レジン液 2液性レジン液 大容量 474ml/16oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸�","1","amazon.jp","Amazon","","兵庫県","661-003","","1,773","177","0","0","0","0","-20","0","0","0","-290","-455","0","0","1,185"
"2025/03/10 8:56:42 JST","11978399313","注文","249-8811016-6441444","CH-IGT3-X636","エポキシ樹脂 二液性レジン液 エポキシ樹脂液 大容量 クリアコンタクトレジン液 1:1 容量比 セルフレベリング �","1","amazon.jp","Amazon","","山形県","990-081","","6,531","653","0","0","0","0","-72","-653","-65","0","-959","-514","0","0","4,921"
"2025/03/10 9:06:08 JST","11978399313","注文","503-4583417-1362258","36-D294-3P6Z","YOBTOP【最新2025】UVライト 2in1 - 両面照射、360度光源・48W、長時間タイマー設定（60秒～600秒）、48個のLED搭載、デ","1","amazon.jp","Amazon","","石川県","920-092","","5,394","539","0","0","0","0","-59","0","0","0","-587","-485","0","0","4,802"
"2025/03/10 9:51:38 JST","11978399313","注文","503-9705228-8055868","SD-2XD4-UYOS","YOBTOP レジン液 600g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","北海道","083-003","","2,617","262","0","0","0","0","-29","0","0","0","-285","-318","0","0","2,247"
"2025/03/10 12:44:16 JST","11978399313","注文","250-5266403-0927800","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","福島県","960-816","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 12:57:14 JST","11978399313","注文","249-7454768-0463800","CH-IGT3-X636","エポキシ樹脂 二液性レジン液 エポキシ樹脂液 大容量 クリアコンタクトレジン液 1:1 容量比 セルフレベリング �","1","amazon.jp","Amazon","","愛知県","470-121","","6,531","653","418","42","0","0","-72","-418","-42","0","-1,067","-514","0","0","5,531"
"2025/03/10 14:12:13 JST","11980319513","注文","S03-1824319-4613412","GT-USMC-4DRX","YOBTOP UVレジン 300g UV-LED対応 レジン大容量 透明度が高く 硬化が速いレジン液 ハードタイプ DIY用 UVレジン液 イヤリング ネックレス 手作りアクセサリー","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","長野県","387-002","","0","0","0","0","0","0","0","0","0","0","0","-615","0","0","-615"
"2025/03/10 14:13:02 JST","11980319513","注文","S03-5900474-4341461","GT-USMC-4DRX","YOBTOP UVレジン 300g UV-LED対応 レジン大容量 透明度が高く 硬化が速いレジン液 ハードタイプ DIY用 UVレジン液 イヤリング ネックレス 手作りアクセサリー","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","愛知県","481-001","","0","0","0","0","0","0","0","0","0","0","0","-615","0","0","-615"
"2025/03/10 14:13:05 JST","11980319513","注文","S03-5081476-6432643","GT-USMC-4DRX","YOBTOP UVレジン 300g UV-LED対応 レジン大容量 透明度が高く 硬化が速いレジン液 ハードタイプ DIY用 UVレジン液 イヤリング ネックレス 手作りアクセサリー","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","宮城県","981-210","","0","0","0","0","0","0","0","0","0","0","0","-615","0","0","-615"
"2025/03/10 14:32:02 JST","11980319513","注文","S03-0172460-9959822","GT-USMC-4DRX","YOBTOP UVレジン 300g UV-LED対応 レジン大容量 透明度が高く 硬化が速いレジン液 ハードタイプ DIY用 UVレジン液 イヤリング ネックレス 手作りアクセサリー","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","岡山県","710-083","","0","0","0","0","0","0","0","0","0","0","0","-615","0","0","-615"
"2025/03/10 14:32:28 JST","11980319513","注文","S03-7204395-5482254","GT-USMC-4DRX","YOBTOP UVレジン 300g UV-LED対応 レジン大容量 透明度が高く 硬化が速いレジン液 ハードタイプ DIY用 UVレジン液 イヤリング ネックレス 手作りアクセサリー","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","北海道","099-041","","0","0","0","0","0","0","0","0","0","0","0","-615","0","0","-615"
"2025/03/10 15:15:35 JST","11980319513","注文","503-1930546-2300656","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","山形県","990-083","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 15:47:05 JST","11980319513","注文","S03-1503528-7105422","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレジン UV-LED対応 DIY 手作りクラフト ジュエリー デザイン 用途広い","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","香川県","761-070","","0","0","0","0","0","0","0","0","0","0","0","-615","0","0","-615"
"2025/03/10 15:58:24 JST","11980319513","注文","503-1233077-0474202","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","三重県","510-089","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 16:05:34 JST","11980319513","注文","S03-5169310-4335050","SD-2XD4-UYOS","YOBTOP レジン液 600g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレジン UV-LED対応 DIY 手作りクラフト ジュエリー デザイン 用途広い","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","大阪府","577-080","","0","0","0","0","0","0","0","0","0","0","0","-615","0","0","-615"
"2025/03/10 16:30:00 JST","11980319513","注文","249-1433297-5358259","UW-KL22-Q1XS","YOBTOP レジン液 2液性レジン液 大容量 948ml/32oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸�","1","amazon.jp","Amazon","","熊本県","863-250","","2,525","252","0","0","0","0","-28","0","0","0","-412","-465","0","0","1,872"
"2025/03/10 17:39:19 JST","11980319513","注文","S03-9879878-5622248","36-D294-3P6Z","YOBTOP【最新2025】UVライト 2in1 - 両面照射、360度光源・48W、長時間タイマー設定（60秒～600秒）、48個のLED搭載、デジタル表示、UVライト レジン用＆DIYクラフト・ジュエリー作りに最適、分離可能なボディ、バイザーが付属しています","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","埼玉県","362-002","","0","0","0","0","0","0","0","0","0","0","0","-688","0","0","-688"
"2025/03/10 17:42:30 JST","11980319513","注文","S03-2541599-1543017","UW-KL22-Q1XS","YOBTOP レジン液 2液性レジン液 大容量 948ml/32oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸用品 イヤリング ネックレス レジン セット 低刺激性 混合比率1:1","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","岡山県","708-081","","0","0","0","0","0","0","0","0","0","0","0","-678","0","0","-678"
"2025/03/10 17:46:47 JST","11980319513","注文","249-1268955-3091832","CH-IGT3-X636","エポキシ樹脂 二液性レジン液 エポキシ樹脂液 大容量 クリアコンタクトレジン液 1:1 容量比 セルフレベリング �","1","amazon.jp","Amazon","","神奈川県","252-024","","6,531","653","0","0","0","0","-72","-1,306","-130","0","-851","-514","0","0","4,311"
"2025/03/10 18:04:11 JST","11980319513","注文","249-3235631-4713449","GT-USMC-4DRX","YOBTOP UVレジン 300g UV-LED対応 レジン大容量 透明度が高く 硬化が速いレジン液 ハードタイプ DIY用 UVレジン液 イヤ","1","amazon.jp","Amazon","","山梨県","409-384","","1,440","144","0","0","0","0","-16","0","0","0","-235","-318","0","0","1,015"
"2025/03/10 18:27:03 JST","11980319513","注文","S03-0599841-3479802","GT-USMC-4DRX","YOBTOP UVレジン 300g UV-LED対応 レジン大容量 透明度が高く 硬化が速いレジン液 ハードタイプ DIY用 UVレジン液 イヤリング ネックレス 手作りアクセサリー","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","大阪府","597-004","","0","0","0","0","0","0","0","0","0","0","0","-615","0","0","-615"
"2025/03/10 18:50:07 JST","11980319513","注文","249-5821534-9692654","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","東京都","111-004","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 19:41:24 JST","11980319513","注文","250-4004185-3473409","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","北海道","002-803","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 20:06:16 JST","11980319513","注文","249-5466309-3322235","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","熊本県","869-123","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 20:21:22 JST","11980319513","注文","503-7759099-1912632","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","兵庫県","671-114","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 20:31:23 JST","11980319513","注文","250-2005223-8479826","36-D294-3P6Z","YOBTOP【最新2025】UVライト 2in1 - 両面照射、360度光源・48W、長時間タイマー設定（60秒～600秒）、48個のLED搭載、デ","1","amazon.jp","Amazon","","埼玉県","330-083","","5,394","539","0","0","0","0","-59","0","0","0","-587","-485","0","0","4,802"
"2025/03/10 20:49:46 JST","11980319513","注文","249-0619556-8790207","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","長崎県","851-221","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 21:49:03 JST","11980319513","注文","503-9704652-1887069","UW-KL22-Q1XS","YOBTOP レジン液 2液性レジン液 大容量 948ml/32oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸�","1","amazon.jp","Amazon","","沖縄県","904-216","","2,525","252","0","0","0","0","-28","0","0","0","-412","-465","0","0","1,872"
"2025/03/10 22:36:58 JST","11980319513","注文","249-7296512-4919821","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","千葉県","274-007","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 22:42:52 JST","11980319513","注文","250-7471458-0375866","36-D294-3P6Z","YOBTOP【最新2025】UVライト 2in1 - 両面照射、360度光源・48W、長時間タイマー設定（60秒～600秒）、48個のLED搭載、デ","1","amazon.jp","Amazon","","愛知県","470-013","","5,394","539","0","0","0","0","-59","0","0","0","-587","-485","0","0","4,802"
"2025/03/10 23:02:34 JST","11980319513","注文","250-5491716-2342200","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","東京都","144-004","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 23:11:37 JST","11980319513","注文","250-5937527-8490226","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","香川県","765-001","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/10 23:52:40 JST","11980319513","注文","503-6415648-9193465","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","愛知県","458-082","","1,635","164","105","10","0","0","-18","-105","-10","0","-178","-318","0","0","1,285"
"2025/03/11 0:04:07 JST","11980319513","注文","250-0253493-1959043","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","高知県","783-006","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/11 0:28:00 JST","11980319513","注文","503-3629130-5455067","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","広島県","739-003","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/11 0:42:15 JST","11980319513","注文","503-3693151-6543859","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","千葉県","286-020","","1,635","164","0","0","0","0","-18","-164","-16","0","-160","-318","0","0","1,123"
"2025/03/11 0:43:47 JST","11980319513","注文","503-0080341-4692648","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","北海道","059-027","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/11 0:55:36 JST","11980319513","注文","503-5486267-2971069","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","鹿児島県","890-001","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/11 1:07:55 JST","11980319513","注文","503-0968869-6915026","SD-2XD4-UYOS","YOBTOP レジン液 600g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","広島県","722-007","","2,617","262","0","0","0","0","-29","-262","-26","0","-256","-318","0","0","1,988"
"2025/03/11 1:08:13 JST","11980319513","注文","503-8011826-8004626","CH-IGT3-X636","エポキシ樹脂 二液性レジン液 エポキシ樹脂液 大容量 クリアコンタクトレジン液 1:1 容量比 セルフレベリング �","1","amazon.jp","Amazon","","鹿児島県","890-002","","6,531","653","0","0","0","0","-72","-653","-65","0","-959","-514","0","0","4,921"
"2025/03/11 1:15:06 JST","11980319513","注文","503-7522671-5308614","36-D294-3P6Z","YOBTOP【最新2025】UVライト 2in1 - 両面照射、360度光源・48W、長時間タイマー設定（60秒～600秒）、48個のLED搭載、デ","1","amazon.jp","Amazon","","神奈川県","254-080","","5,394","539","0","0","0","0","-59","-125","-13","0","-574","-485","0","0","4,677"
"2025/03/11 1:15:06 JST","11980319513","注文","503-7522671-5308614","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","神奈川県","254-080","","1,635","164","0","0","0","0","-18","-38","-4","0","-174","-318","0","0","1,247"
"2025/03/11 1:31:25 JST","11980319513","注文","503-9203429-8688650","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","埼玉県","351-002","","1,635","164","0","0","0","0","-18","-164","-16","0","-160","-318","0","0","1,123"
"2025/03/11 1:34:04 JST","11980319513","注文","250-0441769-7238209","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","長野県","381-001","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/11 1:37:29 JST","11980319513","注文","503-1754126-9312644","36-D294-3P6Z","YOBTOP【最新2025】UVライト 2in1 - 両面照射、360度光源・48W、長時間タイマー設定（60秒～600秒）、48個のLED搭載、デ","1","amazon.jp","Amazon","","兵庫県","654-012","","5,393","540","53","5","0","0","-59","-53","-5","0","-587","-485","0","0","4,802"
"2025/03/11 2:41:41 JST","11980319513","注文","503-9655968-2262264","CH-IGT3-X636","エポキシ樹脂 二液性レジン液 エポキシ樹脂液 大容量 クリアコンタクトレジン液 1:1 容量比 セルフレベリング �","1","amazon.jp","Amazon","","千葉県","297-000","","6,531","653","0","0","0","0","-72","-653","-65","0","-959","-514","0","0","4,921"
"2025/03/11 2:54:54 JST","11980319513","注文","503-5802326-0063812","UW-KL22-Q1XS","YOBTOP レジン液 2液性レジン液 大容量 948ml/32oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸�","2","amazon.jp","Amazon","","茨城県","300-241","","5,049","505","0","0","0","0","-56","0","0","0","-2,060","-930","0","0","2,508"
"2025/03/11 2:54:54 JST","11980319513","注文","503-5802326-0063812","UW-KL22-Q1XS","YOBTOP レジン液 2液性レジン液 大容量 948ml/32oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸�","3","amazon.jp","Amazon","","茨城県","300-241","","7,574","757","0","0","0","0","-84","0","0","0","0","-1,395","0","0","6,852"
"2025/03/11 3:07:32 JST","11980319513","返金","503-9704652-1887069","UW-KL22-Q1XS","YOBTOP レジン液 2液性レジン液 大容量 948ml/32oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸�","1","amazon.jp","Amazon","","沖縄県","904-216","","-2,525","-252","0","0","0","0","28","0","0","0","371","0","0","0","-2,378"
"2025/03/11 3:09:09 JST","11980319513","注文","250-9948423-9461433","GT-USMC-4DRX","YOBTOP UVレジン 300g UV-LED対応 レジン大容量 透明度が高く 硬化が速いレジン液 ハードタイプ DIY用 UVレジン液 イヤ","1","amazon.jp","Amazon","","広島県","737-230","","1,440","144","89","9","0","0","-16","-89","-9","0","-235","-318","0","0","1,015"
"2025/03/11 3:43:45 JST","11980319513","注文","249-1591089-9500611","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","東京都","143-002","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/11 3:57:20 JST","11980319513","注文","250-6423631-0543848","GK-WSB2-NHZD","YOBTOP レジン液 2液性レジン液 大容量 474ml/16oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸�","1","amazon.jp","Amazon","","埼玉県","365-003","","1,773","177","0","0","0","0","-20","0","0","0","-290","-455","0","0","1,185"
"2025/03/11 4:15:10 JST","11980319513","注文外料金","0956677e-e15f-4d3a-b458-34aa3c3d3c24","","クーポン償還手数料: ¥500の割引 レジン液 2液性 32oz","1","Amazon.co.jp","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-60","0","-60"
"2025/03/11 4:24:56 JST","11980319513","注文","249-1065960-0261454","UW-KL22-Q1XS","YOBTOP レジン液 2液性レジン液 大容量 948ml/32oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸�","1","amazon.jp","Amazon","","神奈川県","221-004","","2,525","252","0","0","0","0","-28","0","0","0","-412","-465","0","0","1,872"
"2025/03/11 4:25:27 JST","11980319513","注文","250-9697457-6322226","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","Hyogo-ken","665-086","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/11 4:28:47 JST","11980319513","注文外料金","ace4b7c3-4631-4222-8546-681309778797","","クーポン償還手数料: ¥500の割引 UVレジン 600g","1","Amazon.co.jp","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","-60","0","-60"
"2025/03/11 4:52:19 JST","11980319513","注文","503-3939894-6313404","GT-USMC-4DRX","YOBTOP UVレジン 300g UV-LED対応 レジン大容量 透明度が高く 硬化が速いレジン液 ハードタイプ DIY用 UVレジン液 イヤ","1","amazon.jp","Amazon","","長崎県","859-452","","1,440","144","0","0","0","0","-16","0","0","0","-235","-318","0","0","1,015"
"2025/03/11 4:55:13 JST","11980319513","注文","503-9147131-1989434","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","和歌山県","648-009","","1,635","164","105","10","0","0","-18","-105","-10","0","-178","-318","0","0","1,285"
"2025/03/11 5:24:55 JST","11980319513","注文","503-4188477-5773453","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","千葉県","299-323","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/11 5:56:29 JST","11980319513","注文","250-5768225-0440642","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","宮城県","985-080","","1,635","164","0","0","0","0","-18","-164","-16","0","-160","-318","0","0","1,123"
"2025/03/11 6:25:39 JST","11980319513","注文","S03-0348493-8029442","GK-WSB2-NHZD","YOBTOP レジン液 2液性レジン液 大容量 474ml/16oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸用品 イヤリング ネックレス レジン セット 低刺激性 混合比率1:1","1","jp-shipment-injection.stores.amazon.co.jp","Amazon","","鹿児島県","891-120","","0","0","0","0","0","0","0","0","0","0","0","-672","0","0","-672"
"2025/03/11 6:32:59 JST","11980319513","注文","249-7340672-3963035","SD-2XD4-UYOS","YOBTOP レジン液 600g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","京都府","616-000","","2,617","262","0","0","0","0","-29","0","0","0","-285","-318","0","0","2,247"
"2025/03/11 6:39:17 JST","11980319513","注文","250-3415934-2487037","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","神奈川県","246-002","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/11 7:10:42 JST","11980319513","注文","503-0249118-0725474","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","徳島県","771-120","","1,636","164","0","0","0","0","-18","0","0","0","-356","-318","0","0","1,108"
"2025/03/11 7:10:42 JST","11980319513","注文","503-0249118-0725474","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","徳島県","771-120","","1,635","163","0","0","0","0","-18","0","0","0","0","-318","0","0","1,462"
"2025/03/11 7:15:29 JST","11980319513","注文","250-6866996-8210219","UW-KL22-Q1XS","YOBTOP レジン液 2液性レジン液 大容量 948ml/32oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸�","1","amazon.jp","Amazon","","兵庫県","664-087","","2,525","252","0","0","0","0","-28","0","0","0","-412","-465","0","0","1,872"
"2025/03/11 7:27:05 JST","11980319513","注文","249-8515887-5288658","V3-QS5R-YQ1Z","YOBTOP レジン液 400g UVレジン液 大容量 高い透明 急速に硬化 非毒性 VOCなし 85D ハード 低粘度 詰替用 初心者 UVレ�","1","amazon.jp","Amazon","","千葉県","275-001","","1,635","164","0","0","0","0","-18","0","0","0","-178","-318","0","0","1,285"
"2025/03/11 8:14:08 JST","11980319513","注文","249-6128630-6781456","UW-KL22-Q1XS","YOBTOP レジン液 2液性レジン液 大容量 948ml/32oz エポキシ樹脂 ハードタイプ 高い透明 気泡なし 黄変なし DIY 手芸�","1","amazon.jp","Amazon","","滋賀県","529-185","","2,525","252","0","0","0","0","-28","0","0","0","-412","-465","0","0","1,872"
